Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,69.000000,70.500000,68.750000,70.250000,65.748642,32877200
2019-01-03,70.500000,72.000000,70.500000,70.500000,65.982620,59895200
2019-01-04,71.500000,72.500000,71.250000,72.250000,67.620483,61021200
2019-01-07,72.750000,73.000000,72.250000,73.000000,68.322441,31040600
2019-01-08,73.000000,73.000000,72.250000,72.500000,67.854469,45240900
2019-01-09,73.000000,73.250000,72.500000,72.500000,67.854469,23117600
2019-01-10,72.750000,74.000000,72.750000,74.000000,69.258362,47900800
2019-01-11,74.000000,75.000000,73.750000,74.750000,69.960297,41380400
2019-01-14,74.750000,75.000000,74.000000,74.500000,69.726318,19713700
2019-01-15,74.750000,75.000000,73.750000,74.250000,69.492332,32986500
2019-01-16,74.750000,74.750000,73.750000,74.250000,69.492332,29250100
2019-01-17,74.250000,74.500000,74.000000,74.250000,69.492332,14955500
2019-01-18,74.750000,75.750000,74.500000,74.750000,69.960297,39695600
2019-01-21,75.250000,76.000000,75.000000,75.750000,70.896233,27610600
2019-01-22,75.500000,75.750000,74.750000,75.250000,70.428261,40106700
2019-01-23,75.250000,75.750000,75.000000,75.500000,70.662239,27988000
2019-01-24,76.250000,77.250000,76.000000,77.000000,72.066124,72785300
2019-01-25,77.250000,78.750000,76.750000,77.250000,72.300102,72333600
2019-01-28,77.500000,77.750000,77.000000,77.500000,72.534088,19865700
2019-01-29,77.500000,78.750000,77.000000,78.750000,73.703995,34799900
2019-01-30,79.000000,79.250000,77.500000,78.000000,73.002045,32084000
2019-01-31,78.500000,78.500000,77.500000,77.750000,72.768066,22829400
2019-02-01,77.750000,78.000000,76.750000,77.250000,72.300102,24793400
2019-02-04,77.750000,78.000000,77.250000,77.750000,72.768066,10616100
2019-02-05,77.750000,78.250000,77.500000,78.000000,73.002045,8377900
2019-02-06,78.000000,78.500000,77.750000,78.250000,73.236031,11430200
2019-02-07,78.000000,78.250000,76.500000,76.500000,71.598167,37050700
2019-02-08,76.750000,77.250000,76.000000,76.750000,71.832153,28363200
2019-02-11,76.750000,77.250000,76.500000,76.750000,71.832153,15518500
2019-02-12,76.750000,77.750000,76.750000,77.500000,72.534088,15317500
2019-02-13,77.750000,78.000000,77.250000,77.500000,72.534088,12868300
2019-02-14,77.750000,78.000000,77.500000,77.500000,72.534088,19037200
2019-02-15,77.500000,77.500000,76.750000,77.000000,72.066124,17769000
2019-02-18,77.250000,77.500000,76.750000,77.250000,72.300102,9942800
2019-02-20,77.500000,77.500000,75.750000,77.000000,72.066124,45482900
2019-02-21,77.250000,77.500000,76.250000,76.750000,71.832153,31834500
2019-02-22,77.500000,78.750000,77.250000,78.750000,73.703995,54583500
2019-02-25,79.500000,80.500000,79.250000,80.250000,75.107880,42719900
2019-02-26,79.750000,80.250000,79.500000,80.000000,74.873894,20572800
2019-02-27,79.750000,80.000000,78.250000,78.500000,73.470016,37957900
2019-02-28,78.500000,79.000000,77.750000,77.750000,72.768066,24027200
2019-03-01,78.250000,78.250000,77.500000,77.750000,72.768066,13997800
2019-03-04,78.250000,78.250000,77.250000,77.250000,72.300102,11184600
2019-03-05,77.250000,77.750000,76.750000,77.500000,72.534088,14054100
2019-03-06,77.500000,78.000000,76.250000,76.500000,71.598167,21918500
2019-03-07,76.500000,77.500000,76.500000,77.500000,72.534088,18003300
2019-03-08,77.250000,78.000000,77.250000,77.250000,72.300102,11576600
2019-03-11,77.750000,78.000000,77.250000,77.250000,72.300102,8066600
2019-03-12,77.500000,77.750000,76.750000,76.750000,71.832153,15188400
2019-03-13,76.750000,77.750000,76.500000,77.500000,72.534088,17787700
