Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,163.550003,167.770004,163.339996,166.929993,162.556381,861200
2019-01-03,162.740005,163.020004,158.500000,158.679993,154.522537,705100
2019-01-04,161.539993,166.350006,161.070007,165.580002,161.241760,731900
2019-01-07,165.869995,168.529999,165.500000,167.429993,163.043289,1108000
2019-01-08,169.070007,169.690002,166.940002,169.039993,164.611115,4256000
2019-01-09,169.910004,172.029999,169.729996,171.149994,166.665833,796200
2019-01-10,170.000000,172.050003,169.139999,171.949997,167.444870,402800
2019-01-11,171.080002,172.000000,170.740005,171.850006,167.347519,391300
2019-01-14,170.259995,170.710007,169.559998,170.149994,165.692032,550800
2019-01-15,170.470001,172.960007,170.449997,172.660004,168.136292,436500
2019-01-16,172.940002,173.949997,172.300003,172.839996,168.311569,3646600
2019-01-17,172.210007,175.050003,171.899994,174.160004,169.596970,582600
2019-01-18,175.669998,177.199997,174.669998,176.750000,172.119141,628300
2019-01-22,175.449997,175.710007,172.500000,173.839996,169.285339,1039500
2019-01-23,174.520004,175.850006,172.429993,174.250000,169.684616,501500
2019-01-24,174.839996,176.470001,174.839996,176.039993,171.427689,581600
2019-01-25,177.350006,179.199997,176.779999,178.770004,174.086227,633000
2019-01-28,176.300003,176.589996,175.100006,176.539993,171.914627,564300
2019-01-29,176.759995,176.869995,174.429993,174.770004,170.191010,535100
2019-01-30,177.399994,180.259995,176.470001,179.789993,175.079483,851900
2019-01-31,179.190002,181.149994,178.729996,180.160004,175.439774,640600
2019-02-01,180.369995,182.139999,180.160004,181.380005,176.627808,515600
2019-02-04,181.639999,184.229996,181.589996,184.229996,179.403137,436800
2019-02-05,184.699997,186.149994,184.600006,185.750000,180.883301,532300
2019-02-06,185.960007,186.860001,185.169998,186.399994,181.516266,411900
2019-02-07,184.720001,185.449997,182.679993,183.880005,179.062317,514600
2019-02-08,182.300003,185.070007,182.179993,185.070007,180.221115,451400
2019-02-11,185.820007,186.660004,184.750000,185.169998,180.318512,380600
2019-02-12,186.419998,187.839996,186.240005,187.679993,182.762741,580000
2019-02-13,188.570007,189.179993,187.740005,187.970001,183.045135,411200
2019-02-14,187.389999,189.050003,187.119995,188.410004,183.473618,404900
2019-02-15,189.929993,190.000000,188.759995,189.850006,184.875885,389700
2019-02-19,189.419998,190.550003,189.190002,190.000000,185.021942,654800
2019-02-20,190.160004,190.979996,189.320007,190.270004,185.284912,1070500
2019-02-21,189.869995,190.910004,189.080002,190.229996,185.245941,341300
2019-02-22,191.050003,192.770004,191.009995,192.770004,187.719376,387100
2019-02-25,194.339996,194.990005,193.550003,193.669998,188.595825,929000
2019-02-26,193.110001,194.500000,193.009995,193.979996,188.897675,724100
2019-02-27,193.289993,194.100006,191.970001,193.979996,188.897675,400600
2019-02-28,193.300003,194.080002,192.809998,193.360001,188.293930,273400
2019-03-01,194.860001,195.000000,192.990005,194.600006,189.501450,410700
2019-03-04,195.419998,195.660004,191.250000,193.479996,188.410751,563900
2019-03-05,193.440002,193.470001,192.220001,192.830002,187.777817,359300
2019-03-06,192.830002,192.850006,191.320007,191.580002,186.560562,319700
2019-03-07,191.059998,191.289993,189.259995,189.919998,184.944046,518400
2019-03-08,187.529999,190.009995,187.130005,189.940002,184.963531,452600
2019-03-11,190.669998,194.229996,190.669998,194.110001,189.024277,564700
2019-03-12,194.559998,195.779999,193.929993,195.070007,189.959122,1331200
2019-03-13,195.990005,197.470001,195.580002,196.289993,191.147156,650200
2019-03-14,196.720001,197.250000,196.110001,196.679993,191.526947,368600
2019-03-15,197.259995,199.729996,197.190002,198.889999,193.679016,473700
2019-03-18,199.160004,200.270004,198.369995,199.649994,194.419128,567400
2019-03-19,200.509995,200.970001,199.369995,200.130005,194.886551,537300
2019-03-20,200.000000,201.110001,198.190002,199.520004,194.292542,722700
2019-03-21,198.869995,204.240005,198.869995,203.880005,199.134125,476700
2019-03-22,202.710007,203.559998,198.630005,198.699997,194.074738,984500
2019-03-25,198.110001,199.059998,196.500000,197.889999,193.283585,541900
2019-03-26,199.460007,200.809998,197.949997,199.039993,194.406815,454300
2019-03-27,199.380005,200.000000,195.869995,197.789993,193.185898,542900
2019-03-28,198.320007,199.449997,197.330002,198.619995,193.996597,436300
2019-03-29,200.149994,200.710007,199.470001,200.630005,195.959808,413300
2019-04-01,202.750000,203.610001,201.500000,203.440002,198.704376,793700
2019-04-02,203.419998,204.309998,202.839996,204.020004,199.270905,469600
2019-04-03,205.270004,206.770004,204.949997,205.740005,200.950867,542200
2019-04-04,205.710007,206.100006,203.250000,204.639999,199.876465,421400
2019-04-05,205.330002,205.839996,204.990005,205.610001,200.823868,407600
2019-04-08,205.169998,206.460007,204.160004,206.429993,201.624786,530900
2019-04-09,205.520004,206.369995,205.100006,205.479996,200.696899,698700
2019-04-10,205.759995,207.139999,205.649994,207.119995,202.298737,551700
2019-04-11,207.440002,207.550003,206.529999,207.020004,202.201050,357300
2019-04-12,208.160004,208.399994,207.020004,208.360001,203.509872,387600
2019-04-15,208.529999,208.979996,207.250000,208.360001,203.509872,395600
2019-04-16,209.110001,209.660004,208.360001,209.259995,204.388931,403000
2019-04-17,210.449997,210.589996,209.160004,210.009995,205.121460,583100
2019-04-18,210.289993,210.440002,208.839996,210.389999,205.492584,383500
2019-04-22,209.550003,211.080002,209.350006,211.039993,206.127487,493900
2019-04-23,211.490005,213.699997,211.250000,213.470001,208.500931,1969500
2019-04-24,213.610001,214.649994,213.330002,213.610001,208.637650,486800
2019-04-25,214.639999,215.039993,212.149994,213.339996,208.373932,626300
2019-04-26,212.369995,212.910004,210.610001,212.889999,207.934418,1700700
2019-04-29,212.910004,213.770004,212.830002,213.029999,208.071152,1509700
2019-04-30,213.020004,213.669998,211.669998,213.410004,208.442307,1412900
2019-05-01,215.410004,215.770004,212.589996,212.589996,207.641403,461000
2019-05-02,212.580002,214.070007,210.369995,211.610001,206.684189,817900
2019-05-03,212.600006,213.880005,212.119995,213.690002,208.715805,323400
2019-05-06,208.740005,212.559998,207.899994,212.250000,207.309311,1000500
2019-05-07,209.820007,210.699997,205.830002,207.740005,202.904312,1050400
2019-05-08,207.190002,209.059998,206.610001,207.360001,202.533112,704500
2019-05-09,204.979996,206.570007,202.309998,205.970001,201.175476,917900
2019-05-10,204.660004,207.440002,201.660004,206.550003,201.741989,523900
2019-05-13,200.889999,201.880005,197.949997,198.539993,193.918427,1560000
2019-05-14,199.600006,203.009995,199.580002,201.869995,197.170929,662500
2019-05-15,200.479996,204.600006,200.380005,203.940002,199.192749,1531700
2019-05-16,204.179993,207.389999,203.979996,206.050003,201.253662,795000
2019-05-17,203.880005,206.830002,203.789993,204.000000,199.251358,404700
2019-05-20,200.850006,202.070007,199.589996,200.429993,195.764435,640900
2019-05-21,202.580002,203.710007,202.309998,203.169998,198.440659,307400
2019-05-22,201.779999,203.250000,201.779999,201.940002,197.239319,314700
2019-05-23,199.389999,199.509995,196.960007,198.270004,193.654739,791700
2019-05-24,199.500000,200.389999,198.270004,198.429993,193.811005,292200
2019-05-28,199.050003,200.360001,197.809998,197.809998,193.205414,418800
2019-05-29,196.509995,197.699997,195.389999,196.479996,191.906387,786600
2019-05-30,197.119995,198.199997,196.449997,197.639999,193.039398,404700
2019-05-31,195.229996,196.320007,194.389999,194.460007,189.933411,480000
2019-06-03,194.789993,195.699997,189.690002,190.919998,186.475830,837600
2019-06-04,193.380005,197.369995,192.509995,197.259995,192.668243,433800
2019-06-05,199.750000,200.270004,197.399994,199.809998,195.158890,818100
2019-06-06,200.199997,202.500000,199.360001,202.020004,197.317429,552500
2019-06-07,203.039993,206.729996,202.800003,205.550003,200.765259,403900
2019-06-10,207.240005,209.949997,207.179993,207.800003,202.962906,799300
2019-06-11,210.070007,210.309998,206.470001,207.550003,202.718750,1218000
2019-06-12,206.860001,207.259995,206.059998,206.649994,201.839645,395500
2019-06-13,207.389999,207.869995,206.589996,207.250000,202.425705,1036700
2019-06-14,205.699997,206.059998,204.679993,205.389999,200.608978,248000
2019-06-17,205.580002,206.699997,205.389999,205.800003,201.009445,274400
2019-06-18,207.860001,210.500000,207.339996,209.250000,204.379150,402400
